Nationality,Age_at_studystart,Study_programme,Study_programme_code,Studystart_date,Studystart_month,Studystart_year,Studyend_month,Studyend_year,University_institute,Status,Exam_year,Exam_grade_point_average,Grading_scale,Exam_type,Priority_number,Quote,Passed_ects_SEM1,Grade_point_average_SEM1,SU_clips_used,Years_since_exam,CHURNED_ALL,CHURNED_IN_SEM1,CHURNED_IN_SEM2,CHURNED_AFTER_SEM1,CHURNED_AFTER_SEM2,CHURNED_SEM2THROUGHSEM3
Danmark,23.3,paedagogik,HHIA00001T,9/1/2013,9,2013,8,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2014,8.2,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,5.8,18,5,1,1,0,1,0,0
Danmark,28.9,portugisiske og brasilianske studier,HHIA00001T,9/1/2014,9,2013,5,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2008,10.7,7-trinsskala,Studentereksamen (2008 og senere),21,1,0,-3,6,0,1,0,1,1,0,1
Danmark,21.6,litteraturvidenskab,HIEA00001T,9/1/2016,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2014,10.5,7-trinsskala,,21,1,30,8.67,42,1,0,1,0,0,0,0
Danmark,20.4,engelsk,HTRA00001T,9/1/2013,9,2013,4,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2015,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4.25,NULL,0,1,0,1,1,0,0
Danmark,25,indologi,HKOA00002T,9/1/2015,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2015,6.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,6,3,1,1,0,1,1,0
Danmark,20.9,italiensk,HTYA00001T,9/1/2013,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2012,9.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,30,3,0,1,0,0,0,0
Danmark,21.6,musikvidenskab,HENA00001T,9/1/2015,9,2013,1,2015,Institut for Engelsk. Germansk og Romansk,terminated,2013,4.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,8.88,NULL,2,1,1,0,1,1,0
Danmark,19.3,dansk,HTEA00001T,9/1/2015,9,2013,1,2017,Institut for Kunst og Kulturvidenskab,completed,2012,8.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,4.86,6,0,0,0,0,0,0,1
Danmark,34.6,paedagogik,HPOA00002T,9/1/2016,9,2013,6,2014,Institut for Kunst og Kulturvidenskab,terminated,2014,6.4,7-trinsskala,,2,1,30,4,NULL,2,1,0,1,1,0,0
Danmark,20.6,retorik,HLIA00001T,9/1/2014,9,2013,6,2015,Institut for Medier. Erkendelse og Formidling,completed,2012,6.1,,Studentereksamen (2008 og senere),1,2,30,5.91,NULL,0,0,0,0,0,0,0
Danmark,19.9,musikvidenskab,HTYA00001T,9/1/2013,9,2013,7,2016,IVA,completed,2009,3.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.75,6,1,0,1,0,0,0,0
Danmark,23.6,retorik,HHIA00001T,9/1/2015,9,2013,12,2013,Institut for Engelsk. Germansk og Romansk,terminated,2013,6.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.2,NULL,0,1,0,0,0,0,0
Danmark,24.3,engelsk,HDAA00001T,9/1/2013,9,2013,7,2016,Institut for Engelsk. Germansk og Romansk,completed,2013,10.4,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,7,NULL,2,0,1,0,0,0,0
Danmark,20.6,dansk,HPaeA00001T,9/1/2015,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2011,4.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,1,0,0,0,0,0,0
Danmark,19,europaeisk etnologi,HDAA00001T,9/1/2014,9,2013,12,2013,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,1900,7.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.67,18,1,1,0,0,0,0,0
Danmark,20,engelsk,HDAA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2013,10.4,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,15,4.5,NULL,1,0,1,0,0,0,0
Island,21,japanstudier,HENA00001T,9/1/2014,9,2013,11,2013,Institut for Tvaerkulturelle og regionale studier,terminated,2012,9.9,7-trinsskala,International Baccalaureate (IB),1,1,30,12,18,1,1,0,0,0,0,0
Danmark,22.3,engelsk,HHIA00001T,9/1/2014,9,2013,7,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2014,4.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,6,NULL,1,0,1,0,0,0,0
Danmark,21.9,spansk sprog og kultur,HFMA00001T,9/1/2014,9,2013,12,2013,Institut for Tvaerkulturelle og regionale studier,terminated,2011,7.1,7-trinsskala,Konventionsland - nord. studentereksamen,1,1,22.5,0,NULL,1,1,0,0,0,0,1
Danmark,22,dansk,HFIA00001T,9/1/2014,9,2013,7,2016,IVA,completed,1900,8.3,7-trinsskala,Hoejere handelseksamen (HHX),1,2,30,8.33,NULL,1,0,1,0,0,0,0
Danmark,23.2,dansk,HFMA00001T,9/1/2014,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,1900,9.5,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,0,0,6,1,0,1,0,0,0,0
Danmark,21.2,italiensk,HaeGA00002T,9/1/2013,9,2013,8,2014,IVA,terminated,2014,5.4,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,5.5,NULL,1,1,1,0,1,0,0
Danmark,22.8,engelsk,HENA00001T,9/1/2013,9,2013,8,2014,Institut for Engelsk. Germansk og Romansk,terminated,2004,9.6,7-trinsskala,,1,1,30,7.88,30,5,1,1,0,1,0,0
Danmark,22.8,informationsvidenskab og kulturformidling,HHIA00001T,9/1/2016,9,2013,9,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,8.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,18,1,1,0,0,1,1,0
Danmark,21,film- og medievidenskab,HDAA00001T,9/1/2013,9,2013,10,2016,Institut for Nordiske Studier og Sprogvidenskab,terminated,2007,7.3,7-trinsskala,Studentereksamen (2008 og senere),6,1,0,4.38,NULL,0,1,1,0,1,1,1
Danmark,23.6,kinastudier,HDAA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2009,5.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,1,7.5,12,6,2,0,1,0,0,0,0
Danmark,24.3,engelsk,HDAA00001T,9/1/2013,9,2013,9,2014,Institut for Kunst og Kulturvidenskab,terminated,2014,8.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,7,NULL,0,1,0,0,1,1,0
Danmark,20,dansk,HHIA00001T,9/1/2013,9,2013,4,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,8.5,7-trinsskala,Studentereksamen,2,1,30,9.5,30,2,0,1,0,0,0,0
Danmark,32.9,dansk,HIAA00001T,9/1/2014,9,2013,1,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2014,7.1,7-trinsskala,Udenlandsk/ikke aftale-land,4,2,20,10.2,NULL,20,0,1,0,0,0,0
Danmark,21.7,kommunikation og it,HKMA00001T,9/1/2013,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2013,5.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4.9,6,3,1,1,0,1,1,0
Danmark,23.9,engelsk,HRVA00001T,9/1/2013,9,2013,3,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2011,8.5,7-trinsskala,,1,1,30,12,15,3,1,1,1,1,0,0
Danmark,28,kommunikation og it,HFIA00001T,9/1/2013,9,2013,7,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2009,7.1,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,5.5,NULL,4,1,1,0,1,1,0
Danmark,24.2,kunsthistorie,HFIA00001T,9/1/2014,9,2013,7,2014,Institut for Engelsk. Germansk og Romansk,terminated,2014,6.3,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,0,18,4,1,0,1,1,0,0
Danmark,22.3,kinastudier,HDAA00001T,9/1/2015,2,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2007,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,6,1,0,0,0,0,0,0
Danmark,20.8,moderne Indien og sydasienstudier,HIVA00001T,9/1/2014,9,2013,3,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,5.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.38,NULL,2,1,1,1,1,0,0
Danmark,27.9,dansk,HIVA00001T,9/1/2014,9,2013,8,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2014,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.67,NULL,1,1,1,0,1,1,0
Danmark,19.7,dansk,HTEA00001T,9/1/2013,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,8.2,7-trinsskala,Studentereksamen,1,1,30,8.25,NULL,2,0,1,0,0,0,0
Danmark,19.9,europaeisk etnologi,HTYA00001T,9/1/2015,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,0,7-trinsskala,Studentereksamen,2,1,0,7.25,6,1,0,1,0,0,0,1
Danmark,24.1,historie,HENA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2012,6.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,6.4,NULL,2,0,1,0,0,0,0
Danmark,24.2,informationsvidenskab og kulturformidling,HKIA00002T,9/1/2015,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,9,7-trinsskala,Konventionsland - nord. studentereksamen,1,1,0,0,6,3,0,1,0,0,0,0
Danmark,20,paedagogik,HIEA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2015,0,13-skala,Studentereksamen (2008 og senere),1,1,22.5,2,30,1,0,1,0,0,0,0
Danmark,21.8,dansk,HRVA00001T,9/1/2015,9,2013,8,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2010,11.7,7-trinsskala,Studentereksamen (2008 og senere),8,1,30,9.11,6,3,1,1,0,1,0,0
Danmark,22.4,arabisk,HKIA00003T,9/1/2016,9,2013,8,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,4.5,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,0,18,-1,1,1,0,1,1,0
Danmark,20.8,historie,HRTA00001T,9/1/2016,9,2013,7,2016,IVA,completed,2011,7.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,2,0,7.87,6,3,0,1,0,0,0,0
Danmark,20.1,engelsk,HKMA00001T,9/1/2016,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2015,8.5,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,4.5,NULL,2,0,1,0,0,0,0
Danmark,23.4,arabisk,HIVA00001T,9/1/2014,9,2013,9,2016,Institut for Tvaerkulturelle og regionale studier,terminated,2015,5,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,12,17,3,1,1,0,1,1,0
Danmark,22.7,teatervidenskab,HDAA00001T,9/1/2016,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,1900,5.4,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,5.67,18,1,0,0,0,0,0,0
Danmark,26.2,portugisiske og brasilianske studier,HKMA00001T,9/1/2014,9,2013,2,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,8.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,6,3,1,1,1,1,0,0
Danmark,25.4,naerorientalsk arkaeologi,HTYA00001T,9/1/2013,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,terminated,2015,5.4,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),21,1,30,0,42,2,1,1,0,1,1,0
Danmark,25.2,kommunikation og it,HDAA00001T,9/1/2013,9,2013,1,2014,Institut for Medier. Erkendelse og Formidling,terminated,2010,11.2,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),0,2,30,0,25,1,1,1,0,0,0,0
Danmark,42.4,musikvidenskab,HENA00001T,9/1/2013,9,2013,10,2013,Institut for Nordiske Studier og Sprogvidenskab,terminated,2014,9.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.38,NULL,6,1,1,0,0,0,0
Danmark,22.9,dansk,HKMA00001T,9/1/2013,9,2013,7,2016,Institut for Medier. Erkendelse og Formidling,completed,2003,6.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,NULL,4,0,1,0,0,0,0
Danmark,22.6,klassisk graesk,HPaeA00001T,9/1/2013,9,2013,10,2013,Institut for Engelsk. Germansk og Romansk,terminated,2013,9.3,7-trinsskala,Konventionsland - nord. studentereksamen,1,1,0,9.1,18,5,1,1,0,0,0,0
Danmark,19.3,fransk sprog og kultur,HPaeA00001T,9/1/2013,9,2013,6,2016,IVA,completed,2012,6.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,7,6,0,0,0,0,0,0,1
Danmark,21.8,dansk,HKUA00001T,9/1/2016,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,terminated,2012,11.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.75,NULL,3,1,1,0,1,1,1
Danmark,19.9,engelsk,HIVA00001T,9/1/2014,9,2013,1,2017,Institut for Engelsk. Germansk og Romansk,terminated,2013,9.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,NULL,2,1,1,0,1,1,0
Danmark,19.7,hebraisk,HENA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2016,9.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,2,6,0,0,0,0,0,0,0
Danmark,24.8,informationsvidenskab og kulturformidling,HKMA00001T,9/1/2014,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,8.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,4,0,0,0,0,0,0,0
Danmark,23,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2015,9,2013,9,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,1900,5.5,7-trinsskala,Studentereksamen (2008 og senere),21,1,0,0,18,0,1,1,0,1,1,0
Danmark,20.4,paedagogik,HIVA00001T,9/1/2015,9,2013,9,2014,Institut for Engelsk. Germansk og Romansk,terminated,2010,9.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,6,NULL,-1,1,0,0,1,1,0
Danmark,20.2,litteraturvidenskab,HKUA00001T,9/1/2013,9,2013,NULL,NULL,IVA,open,2013,9.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,3.13,30,1,0,0,0,0,0,0
Danmark,22.3,engelsk,HJAA00003T,9/1/2014,9,2013,1,2017,Institut for Medier. Erkendelse og Formidling,completed,1900,7.5,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,6,1,0,1,0,0,0,1
Danmark,21.3,moderne Indien og sydasienstudier,HDAA00001T,9/1/2013,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2007,9.6,7-trinsskala,Studentereksamen,1,1,0,0,NULL,3,0,1,0,0,0,0
Danmark,26.3,film- og medievidenskab,HKAA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2012,9.1,7-trinsskala,,1,1,30,8.29,NULL,2,0,1,0,0,0,0
Danmark,21.7,audiologopaedi,HMVA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,11.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.71,30,4,0,1,0,0,0,0
Danmark,22.2,oest- og sydoesteuropastudier (russisk),HIVA00001T,9/1/2013,9,2013,NULL,NULL,IVA,open,2014,9,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,7.1,NULL,2,0,0,0,0,0,0
Danmark,25.9,spansk sprog og kultur,HFIA00001T,9/1/2015,9,2013,1,2017,Institut for Medier. Erkendelse og Formidling,completed,2013,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,5.86,NULL,2,0,0,0,0,0,0
Danmark,36.4,spansk sprog og kultur,HARA00005T,9/1/2015,9,2013,2,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2013,10.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,22.5,0,6,0,1,1,1,1,0,0
Danmark,22.4,paedagogik,HLVA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2011,9.9,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,-3,30,6,0,1,0,0,0,0
Danmark,20.4,balkanstudier,HIVA00001T,9/1/2013,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2008,5.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,0,0,1,0,0,0,0
Danmark,22,kommunikation og it,HFRA00001T,9/1/2014,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2015,9,,Studentereksamen (2008 og senere),1,1,20,0,NULL,3,0,1,0,0,0,0
Danmark,20.9,indianske sprog og kulturer,HEEA00001T,9/1/2014,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2012,6.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.33,6,1,0,0,0,0,0,0
Danmark,20.5,kommunikation og it,HIDA00003T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2012,7.2,7-trinsskala,Studentereksamen,1,1,30,8.83,6,1,0,0,0,0,0,0
Danmark,21.6,portugisiske og brasilianske studier,HFMA00001T,9/1/2016,9,2013,4,2014,IVA,terminated,2006,9.8,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,1.83,18,17,1,0,1,1,0,0
Danmark,21.8,filosofi,HIVA00001T,9/1/2016,9,2013,6,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,7.9,7-trinsskala,Studentereksamen (2008 og senere),21,2,30,8.18,30,4,1,1,1,1,0,0
Danmark,23.6,retorik,HFMA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2015,0,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,11,6,7,0,1,0,0,0,0
Danmark,22,europaeisk etnologi,HDAA00001T,9/1/2016,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2014,8.5,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,30,0,NULL,1,0,0,0,0,0,0
Danmark,22.2,forhistorisk arkaeologi,HITA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2012,5.2,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,10.75,NULL,3,0,0,0,0,0,0
Danmark,29.1,litteraturvidenskab,HTYA00001T,9/1/2014,9,2013,3,2016,Institut for Engelsk. Germansk og Romansk,terminated,2012,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.17,6,2,1,1,0,1,1,0
Danmark,21.2,film- og medievidenskab,HLVA00001T,9/1/2015,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2007,8.8,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,8.13,6,1,0,0,0,0,0,0
Danmark,21.7,audiologopaedi,HLVA00001T,9/1/2013,9,2013,9,2014,Institut for Medier. Erkendelse og Formidling,terminated,2013,10.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,0,NULL,2,1,1,0,1,1,0
Danmark,23.7,informationsvidenskab og kulturformidling,HENA00001T,9/1/2016,9,2013,9,2015,Institut for Kunst og Kulturvidenskab,completed,2014,4.9,7-trinsskala,Hoejere forberedelseseksamen (hf),2,1,30,-3,6,22,0,1,0,0,0,0
Danmark,21.5,europaeisk etnologi,HRVA00001T,9/1/2015,9,2013,7,2016,Institut for Engelsk. Germansk og Romansk,completed,2014,8.7,7-trinsskala,Studentereksamen (2008 og senere),2,1,0,0,18,0,0,0,0,0,0,1
Danmark,22.7,musikvidenskab,HAUA00001T,9/1/2015,2,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2015,8.2,7-trinsskala,Studentereksamen,1,1,30,7,14,2,0,1,0,0,0,0
Danmark,22,kunsthistorie,HTEA00001T,9/1/2016,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2015,7.1,7-trinsskala,Studentereksamen (2008 og senere),3,NULL,0,7,NULL,0,1,0,0,1,1,1
Danmark,22.1,religionsvidenskab,HIVA00001T,9/1/2013,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,9.1,7-trinsskala,Konventionsland - nord. studentereksamen,1,1,30,9.25,NULL,-1,0,0,0,0,0,0
Danmark,19.2,informationsvidenskab og kulturformidling,HFMA00001T,9/1/2016,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,3.7,7-trinsskala,International Baccalaureate (IB),2,1,30,7,18,2,0,1,0,0,0,0
Danmark,21,engelsk,HFMA00001T,9/1/2015,9,2013,7,2015,Institut for Kunst og Kulturvidenskab,terminated,2007,0,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,20,10,30,1,1,0,0,1,1,1
Danmark,19.3,informationsvidenskab og kulturformidling,HFNA00001T,9/1/2014,9,2013,7,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,1900,6.5,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,0,6,2,0,0,0,0,0,1
Danmark,19.4,religionsvidenskab,HDAA00001T,9/1/2016,9,2013,9,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2014,7.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,7,NULL,6,0,0,0,0,0,0
Danmark,20.4,dansk,HDAA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2011,2.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,2,30,1,0,0,0,0,0,1
Danmark,66.8,engelsk,HRVA00001T,9/1/2014,2,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2013,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0.5,6,2,0,0,0,0,0,0
Danmark,30.6,religionsvidenskab,HTIA00002T,9/1/2015,9,2013,10,2013,Institut for Medier. Erkendelse og Formidling,terminated,2009,4.3,,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,NULL,1,1,0,0,0,0,0
Danmark,28.6,naerorientalsk arkaeologi,HHIA00001T,9/1/2015,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2013,7.2,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,4.5,14,2,0,1,0,0,0,0
Danmark,23.9,film- og medievidenskab,HFIA00001T,9/1/2016,9,2013,11,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2013,7.1,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,8,NULL,0,1,0,0,1,1,0
Danmark,22.7,engelsk,HHIA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2014,10.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,10,NULL,0,0,1,0,0,0,0
Danmark,24.3,kunsthistorie,HMVA00001T,9/1/2016,9,2013,9,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,6.9,7-trinsskala,Studentereksamen (2008 og senere),6,1,30,0,18,2,0,1,0,0,0,0
Danmark,21,historie,HLVA00001T,9/1/2013,9,2013,6,2016,IVA,completed,2014,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4.91,6,0,0,1,0,0,0,1
Danmark,18.7,dansk,HIVA00001T,9/1/2014,9,2013,11,2015,Institut for Medier. Erkendelse og Formidling,terminated,2014,10.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,1,1,0,0,1,1,0
Danmark,20.7,filosofi,HITA00001T,9/1/2013,9,2013,8,2015,Institut for Kunst og Kulturvidenskab,terminated,2016,6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.67,NULL,1,1,0,0,1,1,0
Danmark,19.7,indianske sprog og kulturer,HPaeA00001T,9/1/2016,9,2013,11,2016,IVA,terminated,2010,5.1,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,6.45,NULL,0,1,0,0,1,1,1
Danmark,21.2,tysk,HLIA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2013,6.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,3.75,30,24,0,1,0,0,0,0
Danmark,26.9,arabisk,HTEA00001T,9/1/2014,9,2013,2,2016,Institut for Engelsk. Germansk og Romansk,terminated,2013,7.3,7-trinsskala,Studentereksamen (2008 og senere),0,1,30,0,6,3,1,1,0,1,1,0
Danmark,28.3,europaeisk etnologi,HAUA00001T,9/1/2015,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,4.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.1,30,3,0,1,0,0,0,0
Danmark,22.4,tysk,HFMA00001T,9/1/2016,9,2013,7,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2014,7.3,13-skala,Studentereksamen (2008 og senere),1,1,0,2.8,6,3,0,1,0,0,0,0
Danmark,27.4,historie,HEEA00001T,9/1/2016,9,2013,8,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,1964,8.2,7-trinsskala,Konventionsland - nord. studentereksamen,1,2,0,10,30,0,1,0,0,1,1,0
Danmark,21.1,arabisk,HFMA00001T,9/1/2013,9,2013,8,2014,IVA,terminated,2014,6.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,2,18,5,1,1,0,1,0,0
Danmark,22.7,fransk,HPaeA00001T,9/1/2016,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2012,9.5,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,10,4,22,0,1,0,0,0,0
Danmark,20,historie,HFMA00001T,9/1/2014,9,2013,9,2016,Institut for Engelsk. Germansk og Romansk,completed,2015,4.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.7,NULL,1,0,0,0,0,0,0
Iran,19.8,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2014,9,2013,5,2015,Institut for Engelsk. Germansk og Romansk,terminated,2012,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.89,6,0,1,0,0,1,1,0
Danmark,28.6,hebraisk,HJAA00002T,9/1/2013,9,2013,11,2013,Institut for Kunst og Kulturvidenskab,terminated,2014,7.7,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,7.38,NULL,1,1,1,0,0,0,1
